appearance_id,raw_name,designation_raw,case_id,hearing_date,appearing_for
404,Vishal Khanna,advocate,10132,2021-05-26,Union of India
405,Mokul Rohatgi,Senior Adv.,10133,2023-07-07,Applicant
406,Abhyankar Pratap,Sr.Adv,10133,2023-07-07,Applicant
407,Shohan Dev,A.O.R.,10134,2020-07-22,Respondent
408,Seshatalpa Sai Bandaru,AoR,10134,2020-07-22,Respondent
409,Rajan Kumar Chourasaia,Advocate-on-Record,10134,2020-07-22,Respondent
410,Swati Ghildiyal,Advocate on Record,10134,2020-07-22,Respondent
411,P. V. Yogeshwaran,A.O.R.,10135,2022-12-20,Union of India
412,Debasish Guin,Senior Adv.,10135,2022-12-20,Union of India
413,M. Chandrakanth Reddy,Adv.,10136,2022-09-04,Intervenor
414,Kynpham V. Khalyngdoh,Advocate ,10136,2022-09-04,Intervenor
415,S. Kumar,Advocate on Record,10137,2020-02-09,State
416,M. Sathyanarayanan,AoR,10137,2020-02-09,State
417,P V Yogeswaram,Advocate on Record,10137,2020-02-09,State
418,Archana Pathak Dave,Adv.,10138,2022-07-26,Applicant
419,Vaibhav Y. Kulkarni,Advocate,10138,2022-07-26,Applicant
420,R. Anand Padmanabhan,AOR,10139,2023-10-17,Union of India
421,Abhinav K. Mutyalwar,AOR,10139,2023-10-17,Union of India
422,BPS Dhakrey,advocate,10139,2023-10-17,Union of India
423,Santosh Kumar Kolkunda,Advocate,10140,2023-10-12,Respondent
424,Yudisht Singh,Advocate-on-Record,10140,2023-10-12,Respondent
425,R. Anand Paemanabhan,A.O.R.,10140,2023-10-12,Respondent
426,S. Prabakaran,Advocate,10140,2023-10-12,Respondent
427,Dharmavaram Shyam Sunder,Advocate ,10141,2025-12-16,Intervenor
428,Soham Krishan Luthra,A.O.R.,10142,2023-11-18,Intervenor
429,K. Pareshwar,Adv.,10142,2023-11-18,Intervenor
430,A. Williams,AoR,10142,2023-11-18,Intervenor
431,Deepak M. Nargolkar,Advocate-on-Record,10143,2020-02-29,Respondent
432,P. Vishwanatha Sheety,Sr. Advocate,10144,2020-10-18,Petitioner
433,S. Kumar,AOR,10144,2020-10-18,Petitioner
434,P. Vishwanatha Sheety,Senior Advocate,10144,2020-10-18,Petitioner
435,Garima Plrasad,Advocate on Record,10144,2020-10-18,Petitioner
436,M. Sathyanarayanan,AOR,10145,2022-01-16,Applicant
437,V. Khanna,advocate,10145,2022-01-16,Applicant
438,Mohammad Shahrukh Ali,AoR,10145,2022-01-16,Applicant
439,M. Satyanarayana,AOR,10146,2022-02-17,State
440,Abhinav Srivastav,Advocate ,10146,2022-02-17,State
441,Rakesh Agrwal,AoR,10147,2025-02-15,Petitioner
442,K. V. Kharlyngdoh,Advocate,10147,2025-02-15,Petitioner
443,V. Chithambaresh,Advocate ,10147,2025-02-15,Petitioner
444,Viraj Parakh,AOR,10148,2020-09-17,Union of India
445,Rohan Kumar Santoshi,Advocate-on-Record,10148,2020-09-17,Union of India
446,Ravinder N. Grover,Advocate on Record,10148,2020-09-17,Union of India
447,P. Vishwanatha Sheety,Sr. Advocate,10148,2020-09-17,Union of India
448,Suresh Kumar,Adv.,10149,2023-01-02,Respondent
449,Vikramjeet Banjeree,Advocate-on-Record,10149,2023-01-02,Respondent
450,Deepak G. R.,Sr. Adv.,10149,2023-01-02,Respondent
451,Vaibhav Y. Kulkarni,advocate,10150,2023-04-28,Intervenor
452,Bholle Taguru Phannendra,AoR,10150,2023-04-28,Intervenor
453,R. Anand Padmanabhan,AOR,10150,2023-04-28,Intervenor
454,K. parmeswar,Adv.,10150,2023-04-28,Intervenor
455,Jayant K. Mehta,advocate,10150,2023-04-28,Intervenor
456,Vedant Varshney,AoR,10150,2023-04-28,Intervenor
457,Kapil Sibalm,Senior Adv.,10151,2021-11-11,Respondent
458,Shivam Bajpai,advocate,10151,2021-11-11,Respondent
459,Garima Prasad,AoR,10151,2021-11-11,Respondent
460,Aarav Bhatiya,Adv.,10152,2020-11-25,Applicant
461,K. PARMESHWAR,advocate,10152,2020-11-25,Applicant
462,Karan Kehar,Advocate on Record,10152,2020-11-25,Applicant
463,Aravind P Datar,Sr. Advocate,10152,2020-11-25,Applicant
464,Arvind Datar,Senior Adv.,10153,2019-01-06,Union of India
465,Alapati Sahitya Krishna,Advocate on Record,10153,2019-01-06,Union of India
466,Mahesh A. Jadhav,AOR,10153,2019-01-06,Union of India
467,A. Bhatia,advocate,10153,2019-01-06,Union of India
468,Sanjiv Sawant,AoR,10154,2018-07-23,Respondent
469,Akshay Amritsanshu,Advocate on Record,10155,2020-05-27,Respondent
470,L. K. Bhushan,AOR,10155,2020-05-27,Respondent
471,Muthu Ganesh Pandian,A.O.R.,10155,2020-05-27,Respondent
472,Mitlesh Kumar J Sha,AOR,10155,2020-05-27,Respondent
473,V. Chittambaresh,Advocate ,10155,2020-05-27,Respondent
474,Ananya Mittal,Sr. Advocate,10156,2025-08-07,Respondent
475,Sana Banyal,Advocate on Record,10156,2025-08-07,Respondent
476,Kapi Sibal,Sr. Adv.,10156,2025-08-07,Respondent
477,Shailja Kulshreshtha,AoR,10157,2022-08-05,Intervenor
478,Gnagurunathan,Advocate,10157,2022-08-05,Intervenor
479,Gagan Tiwari,AOR,10158,2025-08-26,Petitioner
480,Rahul Shukla,Sr. Adv.,10159,2019-06-26,Applicant
481,Mukul Rohgtagi,Sr. Advocate,10159,2019-06-26,Applicant
482,S. S. Sobti,Advocate on Record,10159,2019-06-26,Applicant
483,Prateek K Chaddha,Advocate-on-Record,10160,2018-02-04,Respondent
484,Sanjeev Kumar,A.O.R.,10160,2018-02-04,Respondent
485,Kapil Sibal,Sr. Adv.,10161,2021-06-05,Applicant
486,Priya Sharma,Senior Advocate,10161,2021-06-05,Applicant
487,P. V Yogesgwaran,AOR,10162,2025-03-17,Union of India
488,Rajan Kumar Chourasia,A.O.R.,10162,2025-03-17,Union of India
489,M. Chandrakhanth Reddy,Adv.,10162,2025-03-17,Union of India
490,Alapati Sahithya Krishna,Advocate-on-Record,10162,2025-03-17,Union of India
491,Swati Ghildiyal,Advocate-on-Record,10162,2025-03-17,Union of India
492,Vinod Bhiduri,A.O.R.,10162,2025-03-17,Union of India
493,Askhay Amritanshu,Advocate-on-Record,10163,2022-03-23,Union of India
494,Naveen Kumar Jain,AoR,10163,2022-03-23,Union of India
495,Vinayak S. Sharma,Advocate ,10163,2022-03-23,Union of India
496,Rajan Kumar Chourasiya,AOR,10164,2020-06-12,State
497,Debasish Guin,Sr. Advocate,10164,2020-06-12,State
498,Archanat Pathak Dave,advocate,10164,2020-06-12,State
499,Sashi B Upadhyay,Advocate ,10165,2023-11-03,Intervenor
500,Bhuvneshver Prasad Nadheria,Advocate-on-Record,10165,2023-11-03,Intervenor
501,R. Anand Padmanadhan,AoR,10166,2019-02-24,Petitioner
502,Chivan Singhal,Advocate-on-Record,10166,2019-02-24,Petitioner
503,M. Sathyanarayanan,AOR,10166,2019-02-24,Petitioner
504,P. V. Yogeshwaran,AoR,10167,2025-06-06,Union of India
505,Prartishtha Majumdar,Senior Adv.,10167,2025-06-06,Union of India
506,Akshway Amritanshu,Advocate-on-Record,10167,2025-06-06,Union of India
507,Saurabh Tiwari,Sr.Adv,10168,2024-08-29,Intervenor
508,Rajan Kumar Chourasia,Advocate-on-Record,10168,2024-08-29,Intervenor
509,Vikaram Singh Gulia,Adv.,10168,2024-08-29,Intervenor
510,Akshay Amritanshu,A.O.R.,10169,2025-09-04,Petitioner
511,P. Venkateshan,A.O.R.,10169,2025-09-04,Petitioner
512,Kapil Shibal,Senior Adv.,10170,2021-10-09,Union of India
513,M. Cnahdrakant Reddy,Adv.,10170,2021-10-09,Union of India
514,M. Satyanarayanan,Advocate-on-Record,10170,2021-10-09,Union of India
515,J. Vasanth,Advocate-on-Record,10171,2021-02-08,Union of India
516,Vishal Khanna,Advocate ,10171,2021-02-08,Union of India
517,Abhieshek Kumar Pandey,Sr. Advocate,10171,2021-02-08,Union of India
518,Arvind P. Datar,Sr. Adv.,10172,2025-04-22,Union of India
519,V. Chittambaresh,advocate,10172,2025-04-22,Union of India
520,Abhishek Kumar Pandey,Sr. Advocate,10172,2025-04-22,Union of India
521,Sughosh Suramanyam,Advocate ,10172,2025-04-22,Union of India
522,Achsah Elizabeth Raju,Sr.Adv,10173,2023-10-20,Respondent
523,Piyush Deshpande,AOR,10173,2023-10-20,Respondent
524,Arudhra Rao,Advocate on Record,10174,2024-09-23,State
525,P.. Suresh,AoR,10174,2024-09-23,State
526,N. Venkatraman,AOR,10174,2024-09-23,State
527,S. S. Bandaru,AoR,10174,2024-09-23,State
528,Subodh Subramaniyam,AoR,10174,2024-09-23,State
529,Akshay Amritanshu,Advocate on Record,10175,2025-08-20,Respondent
530,Sughosh Subranmayam,Advocate,10175,2025-08-20,Respondent
531,Arvind P. Data,Sr. Adv.,10175,2025-08-20,Respondent
532,Sughosh Subnramanyam,Advocate,10175,2025-08-20,Respondent
533,Aditya Bhanu Meekhra,Sr. Advocate,10176,2025-05-08,State
534,Varun Cahndiok,AOR,10176,2025-05-08,State
535,Rajeev Kumar Choudhary,Senior Advocate,10176,2025-05-08,State
536,R Anand Padmanaban,AoR,10176,2025-05-08,State
537,Abhinav K. Mutyalwar,AOR,10177,2020-11-28,State
538,Ranjit Kapoor,A.O.R.,10177,2020-11-28,State
539,A. Bhatia,advocate,10177,2020-11-28,State
540,Swati Gildyal,AOR,10177,2020-11-28,State
541,Chitvan Singhal,Advocate on Record,10177,2020-11-28,State
542,Rakesh Aggarwal,Advocate,10177,2020-11-28,State
543,Abhishek Pandey,Sr. Advocate,10178,2018-05-25,Intervenor
544,P V Yogenshwaran,A.O.R.,10178,2018-05-25,Intervenor
545,J. Vasanth,Advocate on Record,10178,2018-05-25,Intervenor
546,Kapil Sibal,Sr. Adv.,10179,2024-06-01,Respondent
547,Vishal Khanna,advocate,10179,2024-06-01,Respondent
548,V. Chitambaresh,Adv.,10179,2024-06-01,Respondent
549,Akshway Amritanshu,A.O.R.,10179,2024-06-01,Respondent
550,S. Prabakaran,advocate,10180,2025-12-31,Respondent
551,Vishal Khana,Advocate ,10180,2025-12-31,Respondent
552,Srisatya Mohnaty,A.O.R.,10181,2025-02-27,State
553,Soumya Sannidhanan,Advocate,10181,2025-02-27,State
554,Aashish Bhagat,Advocate ,10181,2025-02-27,State
555,Swati Ghildiyal,Advocate-on-Record,10181,2025-02-27,State
556,Abhinav K. Mutyalwar,AOR,10182,2025-07-14,Union of India
557,Sureshan Kumar,Adv.,10182,2025-07-14,Union of India
558,V Chithamaresh,Advocate ,10182,2025-07-14,Union of India
559,Garima Prasha,Advocate on Record,10182,2025-07-14,Union of India
560,Chitra Y. Parande,Advocate ,10182,2025-07-14,Union of India
561,Abhishek K. M. Panday,Sr. Advocate,10183,2019-11-28,Applicant
562,Swati Ghildiyla,AoR,10183,2019-11-28,Applicant
563,P. v. Vishwanatha Shetty,Senior Adv.,10183,2019-11-28,Applicant
564,Bholle Taguru Pharmendra,A.O.R.,10184,2020-01-12,Union of India
565,R. Balasubramaium,Senior Advocate,10184,2020-01-12,Union of India
566,Bholle Taguru Pharmendra,A.O.R.,10184,2020-01-12,Union of India
567,Akshay Amritranshu,A.O.R.,10184,2020-01-12,Union of India
568,Siddhartha Dave,Advocate ,10184,2020-01-12,Union of India
569,Aditya Prasad,Senior Advocate,10185,2019-06-09,Applicant
570,V. Chittambaresh,Advocate ,10186,2024-04-08,Respondent
571,Abhishek Kumar Pandey,Senior Adv.,10186,2024-04-08,Respondent
572,Ramneek Singh,AOR,10187,2021-10-06,Applicant
573,Rajan Kumar Chouasia,AoR,10187,2021-10-06,Applicant
574,Rohit Vikram Choudhary,AOR,10187,2021-10-06,Applicant
575,N. Venkatraman,AOR,10187,2021-10-06,Applicant
576,Gulafsha Kureshi,AoR,10187,2021-10-06,Applicant
577,Rajan Kumar Chaurasia,Advocate on Record,10188,2021-12-26,Respondent
578,Abhinav Shrivastava,Adv.,10189,2021-06-11,State
579,Vikramjeet Banernee,A.O.R.,10189,2021-06-11,State
580,K. Parmeswaran,Adv.,10189,2021-06-11,State
581,P. Venkatesen,Advocate-on-Record,10189,2021-06-11,State
582,K Ramakanth Reddy,Advocate-on-Record,10190,2021-09-19,Union of India
583,S. B. Upadhayay,Advocate,10190,2021-09-19,Union of India
584,T. S. Ahuja,Adv.,10190,2021-09-19,Union of India
585,Chitvan Singhal,AOR,10190,2021-09-19,Union of India
586,Rahul Kushwahan,advocate,10191,2021-04-19,State
587,M. Chandrakhanth Reddy,Advocate ,10191,2021-04-19,State
588,Arvind Malik,Advocate-on-Record,10192,2023-04-12,Petitioner
589,Aarav Bhatiya,Advocate-on-Record,10192,2023-04-12,Petitioner
590,Vanessa Joan Rodrigues,AoR,10192,2023-04-12,Petitioner
591,Praneet Day,advocate,10192,2023-04-12,Petitioner
592,V. Chittambaresh,Advocate,10192,2023-04-12,Petitioner
593,Kynphamlin V Kharlyngdoh,advocate,10193,2024-07-18,Intervenor
594,Sumedha Halder,Adv.,10193,2024-07-18,Intervenor
595,Gopal Sankararayanan,Senior Advocate,10193,2024-07-18,Intervenor
596,Atiga Sigha,AOR,10193,2024-07-18,Intervenor
597,Awadesh Chaubey,AoR,10193,2024-07-18,Intervenor
598,Archana Pathak Dave,Adv.,10194,2018-10-19,State
599,V. Chittambaresh,Advocate ,10194,2018-10-19,State
600,Rajan Kumar Chouraisa,Advocate on Record,10194,2018-10-19,State
601,P. Vishwanatha Setty,Sr. Adv.,10194,2018-10-19,State
602,Percy Pardiwalla,Advocate,10194,2018-10-19,State
603,G. S. Rathore,Advocate ,10195,2023-08-12,Petitioner
604,K. V. Kharlyngdoh,advocate,10195,2023-08-12,Petitioner
605,K. Parmeswaran,Advocate ,10195,2023-08-12,Petitioner
606,Shamik Shirishbhai Sanjanwala,AOR,10195,2023-08-12,Petitioner
607,M. Chandrakantn Reddy,advocate,10195,2023-08-12,Petitioner
608,Rakesh Aggrawal,advocate,10196,2022-04-13,Intervenor
609,Pal Singh,Adv.,10196,2022-04-13,Intervenor
610,Naman N.,Advocate-on-Record,10196,2022-04-13,Intervenor
611,Bhuvneshver Prasad Nadheria,Advocate on Record,10196,2022-04-13,Intervenor
612,Akshay Amritanshu,AoR,10196,2022-04-13,Intervenor
613,Arvind P. Dattar,Sr. Advocate,10197,2018-08-10,Respondent
614,S. Prabakaran,advocate,10197,2018-08-10,Respondent
615,Sunil Narayanan S.,advocate,10198,2020-03-31,Union of India
616,Muthu Hanesa Pandian,AOR,10198,2020-03-31,Union of India
617,Laxmi Narayan Pandey,AoR,10199,2024-05-21,State
618,S. Kumar,AoR,10199,2024-05-21,State
619,Sachita Chawla,Adv.,10199,2024-05-21,State
620,R. Kumar Chaurasia,AoR,10200,2020-01-09,Petitioner
621,Amit Soni,AoR,10200,2020-01-09,Petitioner
622,Atmaram N. S. Nadhkarni,Adv.,10201,2025-01-28,Respondent
623,Garima Prasha,A.O.R.,10201,2025-01-28,Respondent
624,Siddharth S. Chapalgoankar,AoR,10201,2025-01-28,Respondent
625,Roshni Shrivastava,advocate,10202,2018-08-26,Petitioner
626,Mohd. Farman Ashraf,Advocate,10202,2018-08-26,Petitioner
627,Gopal Sankaranarayananan,Sr. Advocate,10203,2020-05-07,Respondent
628,Yashas. J.,Advocate ,10203,2020-05-07,Respondent
629,Anu Chatrath Sr. Dag,Senior Advocate,10203,2020-05-07,Respondent
630,Rajan Kr. Chaurasia,Advocate on Record,10204,2019-10-11,State
631,M. Venkatesulu,Advocate on Record,10204,2019-10-11,State
632,Ritwik,Senior Adv.,10204,2019-10-11,State
633,R. Anand Padmananham,A.O.R.,10205,2018-12-27,Respondent
634,P. Vishwanatha Sheety,Senior Adv.,10205,2018-12-27,Respondent
635,Vikram Aditya Narayana,AOR,10205,2018-12-27,Respondent
636,Prateek K Chaddha,AOR,10205,2018-12-27,Respondent
637,Anamika Yadav,Advocate on Record,10206,2025-02-07,State
638,Priya Sharma,Senior Advocate,10206,2025-02-07,State
639,Prateek K Chaddha,A.O.R.,10206,2025-02-07,State
640,Rajshree Choudhary,A.O.R.,10207,2023-05-10,State
641,Mothi Jaiswal,AOR,10207,2023-05-10,State
642,Ashok Malik,Senior Adv.,10207,2023-05-10,State
643,Rupali Samuel,Advocate,10208,2023-12-27,Respondent
644,Polanki Gowtham,A.O.R.,10209,2018-02-27,Union of India
645,P. Gowtham,Advocate on Record,10209,2018-02-27,Union of India
646,Shivani Singh Varuna,Adv.,10209,2018-02-27,Union of India
647,Abhinav K. Mutyalwar,Advocate on Record,10209,2018-02-27,Union of India
648,Santosh Malligwad,Advocate,10210,2023-12-16,Respondent
649,Sughosh Subramaniyam,Adv.,10210,2023-12-16,Respondent
650,Aanand Krishna,A.O.R.,10210,2023-12-16,Respondent
651,Suchika Jain,AoR,10210,2023-12-16,Respondent
652,Mukul Rohatgi,Sr. Advocate,10211,2018-01-17,Applicant
653,M. Sathyanarayanan,A.O.R.,10212,2020-07-15,Applicant
654,P. V. Yogeshwaran,Advocate-on-Record,10212,2020-07-15,Applicant
655,Anant Shankar Tripathi,Advocate on Record,10212,2020-07-15,Applicant
656,Anant Shankar Tripathi,Advocate on Record,10212,2020-07-15,Applicant
657,Swati Ghildiyla,AoR,10213,2021-07-02,Respondent
658,P. Vishwanatha Shetty,Senior Advocate,10213,2021-07-02,Respondent
659,P. Vishwanatha Sheety,Sr.Adv,10213,2021-07-02,Respondent
660,Yogyata Jhunjunwala,AOR,10213,2021-07-02,Respondent
661,S. B. Upadhayay,Adv.,10213,2021-07-02,Respondent
662,Vijaylakshmi Pandey,Advocate-on-Record,10214,2023-08-24,Intervenor
663,M. Sathyanarayanan,AoR,10214,2023-08-24,Intervenor
664,Abhinav Shrivastava,Advocate ,10215,2018-09-25,Petitioner
665,Prashanshika Thakur,Advocate on Record,10215,2018-09-25,Petitioner
666,Sathvik Chandrashekar,Advocate on Record,10216,2021-04-06,State
667,P.. Suresh,AoR,10216,2021-04-06,State
668,Amnish Saurabh,Senior Advocate,10217,2024-09-08,Intervenor
669,R. Singh Chauhan,AOR,10217,2024-09-08,Intervenor
670,Indira B.,advocate,10217,2024-09-08,Intervenor
671,Kapil Shibal,Senior Advocate,10217,2024-09-08,Intervenor
672,R. Anand Padmananham,AOR,10218,2025-09-14,Respondent
673,Rajan Kumat Chourasia,AOR,10218,2025-09-14,Respondent
674,Abhinav Shrivatav,Advocate ,10219,2023-07-01,Union of India
675,Shailja Kulsheshtha,AOR,10219,2023-07-01,Union of India
676,Abhinav K. Mutyatwar,Advocate-on-Record,10220,2019-11-07,State
677,Garima Prasad,AOR,10220,2019-11-07,State
678,Hasan Sayed,A.O.R.,10220,2019-11-07,State
679,Rajesh Singh Chauhan,AoR,10220,2019-11-07,State
680,Arvind Dattar,Sr. Adv.,10221,2020-07-07,Applicant
681,N. Vekatraman,AOR,10222,2020-05-15,Applicant
682,Abdesh Chaudhary,AoR,10222,2020-05-15,Applicant
683,Garima Prasad,A.O.R.,10222,2020-05-15,Applicant
684,V. N. Ragupathy,Senior Advocate,10222,2020-05-15,Applicant
685,Rakesh Agrwal,AoR,10222,2020-05-15,Applicant
686,Saurabh Tiwari,Sr.Adv,10222,2020-05-15,Applicant
687,Naman Vasishta,Adv.,10223,2023-08-29,Respondent
688,Aarav Bhatia,Sr. Adv.,10224,2025-12-22,Applicant
689,Atmaram N. S. Nadkarini,Advocate ,10224,2025-12-22,Applicant
690,Vinayak Sahrma,Advocate ,10225,2022-03-17,Applicant
691,Rakesh Agarwal,AOR,10225,2022-03-17,Applicant
692,Ayush A Mehrotra,AoR,10225,2022-03-17,Applicant
693,Vikramjeet Bajnerjee,Advocate-on-Record,10225,2022-03-17,Applicant
694,A. S. Krishna,Advocate on Record,10226,2023-12-31,Intervenor
695,Santosh Kumar Kolkunda,Advocate ,10226,2023-12-31,Intervenor
696,Muhammad Farman Ashraf,advocate,10227,2018-07-16,Applicant
697,Chitvan Singhl,AOR,10228,2018-03-22,Petitioner
698,P. Vishwanatha Sheety,Senior Advocate,10228,2018-03-22,Petitioner
699,Ataullah Mubarak Ahmad,Advocate-on-Record,10229,2022-09-04,State
700,Bholle Taguru Pharendra,AOR,10229,2022-09-04,State
701,Sathvik Chandrasekar,AOR,10229,2022-09-04,State
702,Mukul Rohatgi,Sr. Adv.,10229,2022-09-04,State
703,Eswaran,Advocate,10230,2024-02-20,Union of India
704,Shamik Sanawala,A.O.R.,10230,2024-02-20,Union of India
705,Bholle Taguru Phamendra,AOR,10230,2024-02-20,Union of India
706,Pradyuman Kaistha,Advocate-on-Record,10231,2019-09-20,Respondent
707,Sheikh Fakhruddin Kalia,Advocate ,10231,2019-09-20,Respondent
708,Adithya Bhanu Neekhra,Senior Advocate,10231,2019-09-20,Respondent
709,Kapil Sibbal,Senior Advocate,10232,2025-01-25,Petitioner
710,Pradeep Teotia,AOR,10232,2025-01-25,Petitioner
711,Bholle Taguru Pharnendra,AOR,10232,2025-01-25,Petitioner
712,Sabir Rafiq Kachhi,Senior Advocate,10232,2025-01-25,Petitioner
713,Vinay Kumar Aharodiya,Advocate,10233,2025-06-03,Petitioner
714,Abhinav Shrivatav,Advocate ,10233,2025-06-03,Petitioner
715,M. u. Mahmud,A.O.R.,10234,2021-01-10,Intervenor
716,K Ramakanth Reddy,Advocate-on-Record,10234,2021-01-10,Intervenor
717,Akshay Amritanshu,AoR,10234,2021-01-10,Intervenor
718,Satyavrat,AOR,10234,2021-01-10,Intervenor
719,Sanjana Mehorotra,Advocate ,10235,2019-07-16,State
720,Mitlesh Kumar J Sha,AOR,10235,2019-07-16,State
721,Rohit V. Choudhary,A.O.R.,10235,2019-07-16,State
722,Jharna Singh,Advocate-on-Record,10236,2019-03-06,Intervenor
723,M. Satyanarayanan,AoR,10236,2019-03-06,Intervenor
724,M. Chandrakath Reddy,Advocate,10236,2019-03-06,Intervenor
725,Kynpham V. Kharlyndoh,Adv.,10236,2019-03-06,Intervenor
726,Swati Ghildiyal,AOR,10237,2019-04-28,Union of India
727,Kaveeta Walia,Adv.,10237,2019-04-28,Union of India
728,Suresh Kumar,Advocate ,10237,2019-04-28,Union of India
729,Siddhartha A. Dave,advocate,10237,2019-04-28,Union of India
730,M. Sathyanarayanan,A.O.R.,10238,2019-03-12,State
731,Ashmi Pradhan,A.O.R.,10238,2019-03-12,State
732,Oppal Tiwari,Advocate ,10239,2020-03-29,Union of India
733,Vijaylakshmi Pandey,A.O.R.,10239,2020-03-29,Union of India
734,Vinay Kumar Ahrodia,Advocate ,10240,2020-04-06,Union of India
735,V. Chittambaresh,Advocate,10240,2020-04-06,Union of India
736,Neha Jha,Advocate,10240,2020-04-06,Union of India
737,Arvind P. Datar,Sr.Adv,10240,2020-04-06,Union of India
738,Aarav Bhatiya,Advocate ,10241,2021-04-24,Respondent
739,Siddharth S. Chapalgoankar,A.O.R.,10241,2021-04-24,Respondent
740,Swati Ghildiyla,AOR,10241,2021-04-24,Respondent
741,Musunuri Satyanarayana,Advocate-on-Record,10241,2021-04-24,Respondent
742,Mukhul Rohatgi,Sr.Adv,10242,2023-07-27,Respondent
743,M. L. Sharma,Advocate ,10243,2023-05-23,Union of India
744,Vishal Khanna,Advocate,10243,2023-05-23,Union of India
745,Garima Parashad,A.O.R.,10243,2023-05-23,Union of India
746,Aditya Saxena,AoR,10243,2023-05-23,Union of India
747,Naman Vashishtha,advocate,10244,2018-02-22,Applicant
748,P. Venkatesen,Advocate-on-Record,10244,2018-02-22,Applicant
749,Sathvik Chandrashekar,A.O.R.,10245,2019-03-29,Intervenor
750,Neha Jha,Advocate ,10246,2019-09-03,Petitioner
751,Kapil Sibal,Senior Adv.,10246,2019-09-03,Petitioner
752,Pratishtha Majumdar,Senior Advocate,10246,2019-09-03,Petitioner
753,V. Chittambaresh,advocate,10246,2019-09-03,Petitioner
754,Rajan Kumar Chourasia,AoR,10247,2018-11-04,Applicant
755,P. V. Yogerwaran,AOR,10247,2018-11-04,Applicant
756,Santosh Malligwad,Adv.,10247,2018-11-04,Applicant
757,V. Chittambaresh,Adv.,10247,2018-11-04,Applicant
758,Rupali Samuvel,Adv.,10248,2020-11-14,Applicant
759,Akshay Amritansu,A.O.R.,10248,2020-11-14,Applicant
760,Mukul Rohatgi,Sr. Adv.,10248,2020-11-14,Applicant
761,Rajan K. Chourasia,AOR,10248,2020-11-14,Applicant
762,Sanjeev K.,Advocate-on-Record,10249,2021-04-27,Union of India
763,P. Vishwanath Shetty,Senior Adv.,10249,2021-04-27,Union of India
764,Sathvik Chandrasekar,Advocate-on-Record,10250,2019-02-13,Respondent
765,Arvind P. Datar,Senior Adv.,10250,2019-02-13,Respondent
766,Jayasnth Muth Raj,Advocate,10250,2019-02-13,Respondent
